id,region,religion,full.time,sexual.orientation,income,hispanic,race.household,ballot,SES,childhood.income,race,sex,hours.worked.last.week,self.employed,marital.status,num.kids,age,education,education.pa,education.ma,education.spouse,family.income,hispanic.yn
1853,E. sou. central,Protestant,Part-time,Heterosexual or straight,0,Not hispanic,Black,Ballot b,38.8,Below average,Black,Female,NA,Someone else,Never married,0,39,16,Not applicable,16,Not applicable,$35000 to 39999,Yes
1857,E. sou. central,Protestant,Full-time,Heterosexual or straight,5265,Not hispanic,Black,Ballot c,34.4,Below average,Black,Male,NA,Someone else,Never married,0,33,14,NA,14,Not applicable,$40000 to 49999,Yes
1858,E. sou. central,Protestant,Full-time,Heterosexual or straight,12870,Not hispanic,Black,Ballot b,29.4,Below average,Black,Female,40,Someone else,Married,2,52,16,12,10,12,$25000 to 29999,Yes
1861,E. sou. central,None,Full-time,Heterosexual or straight,21060,Cuban,Black,Ballot c,60.5,Far below average,Other,Female,48,Someone else,Never married,3,42,15,Not applicable,16,Not applicable,$40000 to 49999,No
1862,E. sou. central,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,Black,Ballot b,67.7,Far below average,Black,Female,25,Someone else,Widowed,2,57,16,16,12,Not applicable,$40000 to 49999,Yes
1864,E. sou. central,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot b,25,Far below average,Black,Female,NA,Someone else,Widowed,2,62,14,11,12,Not applicable,$40000 to 49999,Yes
1866,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,43,NA,White,Female,NA,Someone else,Married,2,51,10,6,9,12,$75000 to $89999,Yes
1867,E. sou. central,Protestant,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot c,84.2,Below average,White,Female,NA,Someone else,Married,2,58,14,9,12,12,NA,Yes
1869,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,25.1,Average,White,Female,NA,Someone else,Widowed,1,64,14,3,7,Not applicable,$20000 to 22499,Yes
1870,E. sou. central,Protestant,Part-time,Heterosexual or straight,2574,Not hispanic,White,Ballot b,21.6,Average,White,Female,NA,Someone else,Married,1,29,13,14,13,14,$30000 to 34999,Yes
1872,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,25.2,Average,White,Male,NA,Someone else,Divorced,3,36,12,12,20,Not applicable,$12500 to 14999,Yes
1873,E. sou. central,Protestant,Full-time,Not applicable,11115,Not hispanic,White,Ballot a,67.7,Average,White,Male,40,Self-employed,Married,2,62,12,17,12,12,$50000 to 59999,Yes
1874,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,73.9,Above average,White,Male,NA,Someone else,Divorced,3,38,13,12,14,Not applicable,$10000 to 12499,Yes
1878,E. sou. central,Protestant,Full-time,Heterosexual or straight,8775,Not hispanic,White,Ballot c,38.8,Average,White,Female,45,Someone else,Married,4,58,12,16,13,12,$60000 to 74999,Yes
1880,E. sou. central,Protestant,Full-time,Not applicable,65520,Not hispanic,Black,Ballot a,67.7,Far below average,Black,Male,50,Someone else,Married,2,65,18,7,NA,16,$170000 or over,Yes
1885,E. sou. central,Protestant,Full-time,Not applicable,38610,Not hispanic,"Other, mixed",Ballot b,78.3,Average,Black,Male,50,Self-employed,Married,2,56,17,16,12,18,$170000 or over,Yes
1886,E. sou. central,None,Part-time,Not applicable,4212,Not hispanic,Black,Ballot a,13.6,Below average,Black,Female,NA,Someone else,Divorced,2,54,10,8,10,Not applicable,$17500 to 19999,Yes
1889,E. sou. central,Protestant,Full-time,Heterosexual or straight,46800,Not hispanic,White,Ballot b,84.5,Above average,White,Male,40,Someone else,Married,1,53,20,13,13,20,$170000 or over,Yes
1890,E. sou. central,Hinduism,Full-time,Not applicable,1638,Not hispanic,"Asiatic, oriental",Ballot a,43,Above average,Other,Male,NA,Self-employed,Never married,0,39,18,20,16,Not applicable,$25000 to 29999,Yes
1891,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,80.9,Average,White,Female,NA,Someone else,Married,3,49,17,16,19,16,NA,Yes
1893,E. sou. central,Protestant,Full-time,Not applicable,31590,Not hispanic,White,Ballot a,51.9,Average,White,Male,89,Someone else,Married,2,43,14,11,16,12,$90000 to $109999,Yes
1898,E. sou. central,Protestant,Part-time,Not applicable,1638,Not hispanic,Black,Ballot a,59.1,Above average,Black,Male,40,Someone else,Never married,0,27,13,13,14,Not applicable,Refused,Yes
1899,E. sou. central,Protestant,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot c,85.2,Average,White,Male,45,Someone else,Married,0,52,18,17,16,20,$110000 to $129999,Yes
1900,E. sou. central,None,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot b,77.2,Far below average,White,Male,45,Someone else,Married,0,29,12,NA,16,12,$50000 to 59999,Yes
1901,E. sou. central,Jewish,Full-time,Not applicable,7605,Not hispanic,White,Ballot a,24.1,Above average,White,Female,65,Someone else,Divorced,3,38,14,16,20,Not applicable,$20000 to 22499,Yes
1902,E. sou. central,Protestant,Not applicable,Heterosexual or straight,9945,Not hispanic,White,Ballot c,39.7,Above average,White,Female,40,Someone else,Divorced,1,63,13,14,16,Not applicable,$20000 to 22499,Yes
1903,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot b,49.2,Below average,Black,Male,NA,Someone else,Never married,0,46,16,12,11,Not applicable,$10000 to 12499,Yes
1904,E. sou. central,Protestant,Full-time,Not applicable,17550,Not hispanic,Black,Ballot a,38.3,Average,Black,Female,40,Someone else,Married,4,35,13,10,12,12,$110000 to $129999,Yes
1905,E. sou. central,Protestant,Part-time,Heterosexual or straight,0,Equadorian,White,Ballot b,59.1,Above average,White,Female,NA,Someone else,Married,3,44,16,16,12,19,$50000 to 59999,No
1906,E. sou. central,None,Full-time,Not applicable,15210,Not hispanic,Black,Ballot a,43,Average,Black,Female,40,Someone else,Married,4,41,14,10,11,NA,$50000 to 59999,Yes
1907,E. sou. central,None,Full-time,Not applicable,17550,Not hispanic,Black,Ballot b,17.1,Above average,Black,Female,40,Someone else,Widowed,1,53,12,12,14,Not applicable,$40000 to 49999,Yes
1908,E. sou. central,Protestant,Full-time,Not applicable,5265,Not hispanic,White,Ballot a,84.2,Average,White,Female,NA,Someone else,Never married,0,65,16,Not applicable,19,Not applicable,$10000 to 12499,Yes
1909,E. sou. central,Protestant,Full-time,Heterosexual or straight,2574,Not hispanic,Black,Ballot c,58.4,Average,Black,Female,NA,Someone else,Never married,0,25,13,Not applicable,NA,Not applicable,$35000 to 39999,Yes
1911,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,43.9,Below average,Black,Female,NA,Someone else,Married,2,54,12,9,5,9,$25000 to 29999,Yes
1912,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot b,27.2,NA,Black,Male,NA,Someone else,Never married,0,42,12,12,12,Not applicable,$22500 to 24999,Yes
1913,E. sou. central,Protestant,Full-time,Not applicable,25740,Not hispanic,Black,Ballot a,46.5,Below average,Black,Male,46,Someone else,Married,2,58,12,NA,9,12,$75000 to $89999,Yes
1915,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot b,27,Below average,Black,Male,NA,Someone else,Divorced,1,48,17,Not applicable,14,Not applicable,$40000 to 49999,Yes
1916,E. sou. central,Protestant,Full-time,Bisexual,8775,Not hispanic,Black,Ballot c,26.1,Average,Black,Female,50,Someone else,Separated,3,39,15,Not applicable,20,Not applicable,$35000 to 39999,Yes
1917,E. sou. central,Protestant,Full-time,Not applicable,31590,Not hispanic,Black,Ballot a,91.1,Average,Black,Female,50,Someone else,Never married,0,47,20,12,16,Not applicable,$60000 to 74999,Yes
1918,E. sou. central,None,Part-time,Heterosexual or straight,936,Not hispanic,Black,Ballot c,25.2,Average,Black,Male,NA,Someone else,Never married,2,28,10,Not applicable,NA,Not applicable,NA,Yes
1919,E. sou. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,Black,Ballot b,38.8,Below average,Black,Female,40,Someone else,Married,1,28,17,16,14,15,$60000 to 74999,Yes
1921,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,59.1,Average,White,Male,NA,Someone else,Married,6,58,13,6,6,12,$30000 to 34999,Yes
1922,E. sou. central,Protestant,Full-time,Not applicable,12870,Not hispanic,White,Ballot a,37.8,Below average,White,Female,35,Self-employed,Divorced,1,35,14,14,10,Not applicable,$25000 to 29999,Yes
1923,E. sou. central,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,25,Below average,White,Female,NA,Someone else,Widowed,3,54,14,2,1,Not applicable,$8 000 to 9 999,Yes
1924,E. sou. central,None,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,43.9,Average,White,Male,NA,Someone else,Widowed,1,55,10,8,8,Not applicable,Under $1 000,Yes
1929,E. sou. central,Protestant,Full-time,Heterosexual or straight,21060,Not hispanic,Black,Ballot b,62.9,Above average,Black,Female,40,Someone else,Married,2,55,16,14,12,16,$75000 to $89999,Yes
1930,E. sou. central,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot a,13.6,Below average,Black,Male,NA,Someone else,Married,0,51,10,Not applicable,12,NA,$8 000 to 9 999,Yes
1931,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,31,Below average,Black,Male,NA,Someone else,Never married,3,55,14,Not applicable,12,Not applicable,$12500 to 14999,Yes
1932,E. sou. central,Protestant,Part-time,Not applicable,1638,Not hispanic,Black,Ballot a,21.6,Far below average,Black,Female,25,Someone else,Never married,2,25,10,12,13,Not applicable,$3 000 to 3 999,Yes
1933,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,65.3,Below average,Black,Female,NA,Someone else,Married,2,64,16,Not applicable,NA,8,$35000 to 39999,Yes
1934,E. sou. central,None,Full-time,NA,0,Not hispanic,White,Ballot b,62.6,Above average,White,Male,55,Someone else,Married,1,58,16,14,12,14,Refused,Yes
1936,E. sou. central,Protestant,Full-time,Heterosexual or straight,164382.0376,Not hispanic,White,Ballot b,86.1,Below average,White,Male,NA,Someone else,Married,3,62,16,16,12,12,$170000 or over,Yes
1937,E. sou. central,Catholic,Full-time,Not applicable,15210,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,25.2,Average,Other,Male,40,Someone else,Separated,3,43,12,12,8,Not applicable,$30000 to 34999,No
1938,E. sou. central,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot c,62.7,Below average,White,Male,40,Someone else,Married,2,62,14,Not applicable,15,12,$60000 to 74999,Yes
1939,E. sou. central,Protestant,Full-time,Not applicable,8775,Not hispanic,White,Ballot a,38.8,Average,White,Female,40,Someone else,Divorced,3,39,13,16,13,Not applicable,$50000 to 59999,Yes
1943,E. sou. central,None,Full-time,Not applicable,0,Not hispanic,White,Ballot a,38.8,Below average,White,Female,45,Someone else,Never married,1,27,14,Not applicable,13,Not applicable,$20000 to 22499,Yes
1944,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,-1,Far below average,White,Male,NA,Not applicable,Divorced,2,50,10,12,8,Not applicable,Under $1 000,Yes
1945,E. sou. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,31.6,Below average,White,Female,40,Someone else,Never married,0,42,13,Not applicable,14,Not applicable,NA,Yes
1948,E. sou. central,None,Full-time,Heterosexual or straight,12870,Not hispanic,"Asiatic, oriental",Ballot c,25,Below average,Other,Male,48,Someone else,Never married,0,47,12,12,9,Not applicable,$25000 to 29999,Yes
1949,E. sou. central,Protestant,Full-time,Not applicable,0,Not hispanic,Black,Ballot a,65.3,Average,Black,Male,40,Someone else,Divorced,3,50,16,12,NA,Not applicable,Refused,Yes
1950,E. sou. central,Catholic,Not applicable,Heterosexual or straight,8775,Not hispanic,White,Ballot c,56.9,Above average,White,Male,NA,Self-employed,Married,2,46,16,16,16,14,$17500 to 19999,Yes
1951,E. sou. central,Catholic,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot c,43.9,NA,White,Female,56,Someone else,Married,1,57,12,15,8,12,$75000 to $89999,Yes
1952,E. sou. central,Protestant,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot b,57.3,Average,White,Male,40,Someone else,Married,0,35,12,12,14,12,$50000 to 59999,Yes
1953,E. sou. central,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,50.3,Below average,White,Female,NA,Someone else,Married,NA,36,12,12,17,19,$90000 to $109999,Yes
1954,E. sou. central,Catholic,Full-time,Heterosexual or straight,164382.0376,Not hispanic,White,Ballot b,57.5,Average,White,Male,45,Self-employed,Separated,2,43,12,12,12,Not applicable,$170000 or over,Yes
1956,E. sou. central,Protestant,Part-time,Heterosexual or straight,1638,Not hispanic,White,Ballot b,41.4,Average,White,Male,38,Someone else,Married,2,33,12,13,10,12,$3 000 to 3 999,Yes
1958,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,41,Average,White,Female,NA,Someone else,Married,2,59,12,12,11,13,$75000 to $89999,Yes
1960,E. sou. central,Catholic,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot b,24.1,Average,White,Male,40,Someone else,Widowed,1,58,16,12,14,Not applicable,$110000 to $129999,Yes
1961,E. sou. central,Protestant,Part-time,Not applicable,31590,Not hispanic,White,Ballot a,38.8,Far below average,White,Female,NA,Self-employed,Married,3,65,12,Not applicable,8,12,$170000 or over,Yes
1962,E. sou. central,None,Not applicable,Not applicable,0,Not hispanic,"Asiatic, oriental",Ballot c,-1,Average,Other,Male,NA,Not applicable,Never married,0,25,12,12,12,Not applicable,NA,Yes
1963,E. sou. central,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,17.1,Above average,White,Female,NA,Someone else,Married,2,62,12,14,16,12,$50000 to 59999,Yes
1964,E. sou. central,None,Full-time,Not applicable,7605,Not hispanic,Black,Ballot a,37.6,Average,Black,Female,53,Someone else,Never married,2,28,11,Not applicable,11,Not applicable,$15000 to 17499,Yes
1965,E. sou. central,None,Part-time,Not applicable,15210,Not hispanic,Black,Ballot a,28.7,Average,Black,Male,65,Self-employed,Married,2,34,11,Not applicable,12,14,$40000 to 49999,Yes
1966,E. sou. central,Catholic,Full-time,Heterosexual or straight,164382.0376,Not hispanic,White,Ballot c,77.4,Far above average,White,Male,NA,Someone else,Married,2,33,19,19,15,19,$170000 or over,Yes
1967,E. sou. central,None,Full-time,Bisexual,164382.0376,Not hispanic,White,Ballot b,92.8,Above average,White,Female,50,Someone else,Divorced,4,49,16,16,16,Not applicable,$170000 or over,Yes
1968,E. sou. central,Catholic,Full-time,Heterosexual or straight,164382.0376,Not hispanic,White,Ballot c,92.8,Average,White,Male,50,Self-employed,Married,3,52,16,16,12,16,$170000 or over,Yes
1969,E. sou. central,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,84.2,Far below average,White,Female,NA,Someone else,Married,4,47,16,16,12,19,$170000 or over,Yes
1971,E. sou. central,Catholic,Full-time,Not applicable,46800,Not hispanic,White,Ballot b,76.3,Average,White,Male,45,Someone else,Married,1,65,18,12,12,14,$170000 or over,Yes
1972,E. sou. central,None,Not applicable,Not applicable,4212,Not hispanic,White,Ballot a,54.6,Average,White,Female,20,Someone else,Married,2,57,13,12,12,12,$40000 to 49999,Yes
1974,E. nor. central,None,Full-time,Heterosexual or straight,12870,Not hispanic,White,Ballot b,20.7,Below average,White,Male,32,Someone else,Divorced,2,44,11,Not applicable,12,Not applicable,$30000 to 34999,Yes
1975,E. nor. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,32,Above average,White,Male,62,Someone else,Married,1,26,12,12,12,12,$90000 to $109999,Yes
1976,E. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,12.6,Average,White,Female,NA,Someone else,Divorced,2,58,10,8,8,Not applicable,NA,Yes
1977,E. nor. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,45.4,Average,White,Male,NA,Someone else,Married,1,62,13,Not applicable,11,9,$20000 to 22499,Yes
1978,E. nor. central,None,Full-time,Not applicable,21060,Not hispanic,White,Ballot a,24.2,Average,White,Female,NA,Someone else,Married,1,26,17,12,14,18,$90000 to $109999,Yes
1979,E. nor. central,Protestant,Full-time,Heterosexual or straight,9945,Not hispanic,White,Ballot c,52,Far below average,White,Male,40,Someone else,Divorced,1,57,12,9,12,Not applicable,$25000 to 29999,Yes
1980,E. nor. central,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,22.9,Far below average,White,Male,NA,Someone else,Divorced,4,60,7,NA,NA,Not applicable,$10000 to 12499,Yes
1982,E. nor. central,None,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot b,25,Average,White,Male,40,Someone else,Divorced,0,51,12,12,12,Not applicable,$75000 to $89999,Yes
1984,South atlantic,Protestant,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,57.8,Above average,White,Male,50,Someone else,Married,0,27,16,12,12,18,$110000 to $129999,Yes
1985,South atlantic,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot c,28.7,Average,White,Male,40,Someone else,Married,1,27,12,12,18,16,$75000 to $89999,Yes
1986,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,-1,Above average,White,Female,NA,Not applicable,Married,1,25,16,20,14,20,$30000 to 34999,Yes
